010001001;137;Mauritius
010001010;138;Mexico
010001011;139;Monaco
010001100;140;Mongolia
010001101;141;Moldova (the Republic of)
010001110;142;Montenegro
010001111;143;Montserrat
010010000;144;Morocco
010010001;145;Mozambique
010010010;146;Oman
010010011;147;Namibia
010010100;148;Nauru
010010101;149;Nepal
010010110;150;Netherlands (the)
010010111;151;Curaçao
010011000;152;Aruba
010011001;153;Sint Maarten (Dutch part)
010011010;154;Bonaire, Sint Eustatius and Saba
010011011;155;New Caledonia
010011100;156;Vanuatu
010011101;157;New Zealand
010011110;158;Nicaragua
010011111;159;Niger (the)
010100000;160;Nigeria
010100001;161;Niue
010100010;162;Norfolk Island
010100011;163;Norway
010100100;164;Northern Mariana Islands (the)
010100101;165;United States Minor Outlying Islands (the)
010100110;166;Micronesia (Federated States of)
010100111;167;Marshall Islands (the)
010101000;168;Palau
010101001;169;Pakistan
010101010;170;Panama
010101011;171;Papua New Guinea
010101100;172;Paraguay
010101101;173;Peru
010101110;174;Philippines (the)
010101111;175;Pitcairn
010110000;176;Poland
010110001;177;Portugal
010110010;178;Guinea-Bissau
010110011;179;Timor-Leste
010110100;180;Puerto Rico
010110101;181;Qatar
010110110;182;Réunion
010110111;183;Romania
010111000;184;Russian Federation (the)
010111001;185;Rwanda
010111010;186;Saint Barthélemy
010111011;187;Saint Helena, Ascension and Tristan da Cunha
010111100;188;Saint Kitts and Nevis
010111101;189;Anguilla
010111110;190;Saint Lucia
010111111;191;Saint Martin (French part)
011000000;192;Saint Pierre and Miquelon
011000001;193;Saint Vincent and the Grenadines
011000010;194;San Marino
011000011;195;Sao Tome and Principe
011000100;196;Saudi Arabia
011000101;197;Senegal
011000110;198;Serbia
011000111;199;Seychelles
011001000;200;Sierra Leone
011001001;201;Singapore
011001010;202;Slovakia
011001011;203;Viet Nam
011001100;204;Slovenia
011001101;205;Somalia
011001110;206;South Africa
011001111;207;Zimbabwe
011010000;208;Spain
011010001;209;South Sudan
011010010;210;Sudan (the)
011010011;211;Western Sahara*
011010100;212;Suriname
011010101;213;Svalbard and Jan Mayen
011010110;214;Eswatini
011010111;215;Sweden
011011000;216;Switzerland
011011001;217;Syrian Arab Republic (the)
011011010;218;Tajikistan
011011011;219;Thailand
011011100;220;Togo
011011101;221;Tokelau
011011110;222;Tonga
011011111;223;Trinidad and Tobago
011100000;224;United Arab Emirates (the)
011100001;225;Tunisia
011100010;226;Turkey
011100011;227;Turkmenistan
011100100;228;Turks and Caicos Islands (the)
011100101;229;Tuvalu
011100110;230;Uganda
011100111;231;Ukraine
011101000;232;North Macedonia
011101001;233;Egypt
011101010;234;United Kingdom of Great Britain and Northern Ireland (the)
011101011;235;Guernsey
011101100;236;Jersey
011101101;237;Isle of Man
011101110;238;Tanzania, the United Republic of
011101111;239;United States of America (the)
011110000;240;Virgin Islands (U.S.)
011110001;241;Burkina Faso
011110010;242;Uruguay
011110011;243;Uzbekistan
011110100;244;Venezuela (Bolivarian Republic of)
011110101;245;Wallis and Futuna
011110110;246;Samoa
011110111;247;Yemen
011111000;248;Zambia
111110100;500;EU Organisations
111110101;501;UN Organisations
111110110;502;International
